# UI textures requiring 2x conversion to match the vendored ui/ trees
#
# Every texture the UI trees reference is listed: the engine draws a plain
# image 1:1 from the texture's top-left and never stretches it to the
# control (verified in game - 1x art renders quarter-size in its corner),
# so 2x layout needs 2x art everywhere. The reason column records what
# reads the texture: a texture-space coordinate (atlas sub-rect, 9-slice
# rect, flipbook stride, font-icon cell, IconTextureAtlases row, Lua
# SetTextureOffsetVal/SetTextureSizeVal), or drawn-1to1 for a plain ref.
# Both UI trees are swept, base and Expansion1.
#
# input_file is the thing to upscale, relative to the extraction root, and
# decoded is its MEASURED size. A .png input was a dictionary-coded pair
# (<name>.dds blocks + <name>-index.dds); a .dds input is a plain texture.
#
# USE-EXPANSION-COPY: the name is in both UI packs with different content;
# the Rising Tide copy is the one the game loads and the one listed here.
#
# pack	filename	input_file	decoded	bytes	reasons

Expansion1UITextures.fpk	t_xpcovert7.dds	Expansion1UITextures.fpk/t_xpcovert7.dds	680x560	1523328	database-ref
Expansion1UITextures.fpk	t_xpcovert8.dds	Expansion1UITextures.fpk/t_xpcovert8.dds	680x560	1523328	database-ref
Expansion1UITextures.fpk	t_xpcovert9.dds	Expansion1UITextures.fpk/t_xpcovert9.dds	680x560	1523328	database-ref
Expansion1UITextures.fpk	t_xpquest1.dds	Expansion1UITextures.fpk/t_xpquest1.dds	680x560	1523328	database-ref
Expansion1UITextures.fpk	t_xpquest2.dds	Expansion1UITextures.fpk/t_xpquest2.dds	680x560	1523328	database-ref
Expansion1UITextures.fpk	t_xpscience1.dds	Expansion1UITextures.fpk/t_xpscience1.dds	680x560	1523328	database-ref
Expansion1UITextures.fpk	t_xpscience2.dds	Expansion1UITextures.fpk/t_xpscience2.dds	680x560	1523328	database-ref
Expansion1UITextures.fpk	t_xpscience3.dds	Expansion1UITextures.fpk/t_xpscience3.dds	680x560	1523328	database-ref
Expansion1UITextures.fpk	t_xpscience4.dds	Expansion1UITextures.fpk/t_xpscience4.dds	680x560	1523328	database-ref
Expansion1UITextures.fpk	t_xpupgrade1.dds	Expansion1UITextures.fpk/t_xpupgrade1.dds	680x560	2030856	database-ref USE-EXPANSION-COPY
Expansion1UITextures.fpk	t_xpupgrade2.dds	Expansion1UITextures.fpk/t_xpupgrade2.dds	680x560	2030856	database-ref USE-EXPANSION-COPY
Expansion1UITextures.fpk	t_xpupgrade3.dds	Expansion1UITextures.fpk/t_xpupgrade3.dds	680x560	2030856	database-ref USE-EXPANSION-COPY
Expansion1UITextures.fpk	techcalloutarrow.dds	Expansion1UITextures.fpk/techcalloutarrow.dds	30x15	1928	drawn-1to1
Expansion1UITextures.fpk	techcalloutframe.dds	Expansion1UITextures.fpk/techcalloutframe.dds	42x81	13736	drawn-1to1
Expansion1UITextures.fpk	techiconframe135.dds	Expansion1UITextures.fpk/techiconframe135.dds	135x135	73028	database-ref,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	terrainicons.dds	Expansion1UITextures_converted/terrainicons.png	1024x1024	865526	database-ref,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	terrainicons512.dds	Expansion1UITextures_converted/terrainicons512.png	512x512	236288	database-ref,drawn-1to1,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	tooltip_fearcheck.dds	Expansion1UITextures.fpk/tooltip_fearcheck.dds	62x32	10668	drawn-1to1
Expansion1UITextures.fpk	tooltip_respectcheck.dds	Expansion1UITextures.fpk/tooltip_respectcheck.dds	62x32	10668	drawn-1to1
Expansion1UITextures.fpk	tooltipheader.dds	Expansion1UITextures.fpk/tooltipheader.dds	22x22	2668	9-slice
Expansion1UITextures.fpk	tooltipsubheader.dds	Expansion1UITextures.fpk/tooltipsubheader.dds	32x32	5588	9-slice
Expansion1UITextures.fpk	traits_32.dds	Expansion1UITextures.fpk/traits_32.dds	256x256	262272	database-ref,icon-atlas
Expansion1UITextures.fpk	traits_64.dds	Expansion1UITextures.fpk/traits_64.dds	512x512	1048704	database-ref,icon-atlas
Expansion1UITextures.fpk	unitactionsxp1.dds	Expansion1UITextures.fpk/unitactionsxp1.dds	256x256	349652	database-ref,icon-atlas
Expansion1UITextures.fpk	unitactionsxp1_1024.dds	Expansion1UITextures_converted/unitactionsxp1_1024.png	512x512	133456	database-ref,icon-atlas
Expansion1UITextures.fpk	unitactionsxp1_360.dds	Expansion1UITextures_converted/unitactionsxp1_360.png	180x180	23912	database-ref,icon-atlas
Expansion1UITextures.fpk	unitflagatlaswhite.dds	Expansion1UITextures_converted/unitflagatlaswhite.png	512x256	51339	database-ref,drawn-1to1,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	unitflaginvisible.dds	Expansion1UITextures_converted/unitflaginvisible.png	256x256	15526	drawn-1to1
Expansion1UITextures.fpk	unitportraitsearly1024.dds	Expansion1UITextures_converted/unitportraitsearly1024.png	1024x1024	427642	database-ref,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	unitportraitsearly1120.dds	Expansion1UITextures_converted/unitportraitsearly1120.png	1120x1120	469576	database-ref,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	unitportraitsearly360.dds	Expansion1UITextures_converted/unitportraitsearly360.png	360x360	71497	atlas-subrect,database-ref,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	unitportraitsearly512.dds	Expansion1UITextures_converted/unitportraitsearly512.png	512x512	130222	database-ref,drawn-1to1,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	unitportraitsearly640.dds	Expansion1UITextures_converted/unitportraitsearly640.png	640x640	189719	database-ref,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	unitportraitsearlyxp1_1024.dds	Expansion1UITextures_converted/unitportraitsearlyxp1_1024.png	1024x512	75545	database-ref,icon-atlas
Expansion1UITextures.fpk	unitportraitsearlyxp1_1120.dds	Expansion1UITextures_converted/unitportraitsearlyxp1_1120.png	1120x560	88084	database-ref,icon-atlas
Expansion1UITextures.fpk	unitportraitsearlyxp1_360.dds	Expansion1UITextures_converted/unitportraitsearlyxp1_360.png	360x180	12533	database-ref,icon-atlas
Expansion1UITextures.fpk	unitportraitsearlyxp1_512.dds	Expansion1UITextures_converted/unitportraitsearlyxp1_512.png	512x256	22965	database-ref,icon-atlas
Expansion1UITextures.fpk	unitportraitsearlyxp1_640.dds	Expansion1UITextures_converted/unitportraitsearlyxp1_640.png	640x320	33835	database-ref,icon-atlas
Expansion1UITextures.fpk	unitupgrades128.dds	Expansion1UITextures_converted/unitupgrades128.png	2048x1024	2237400	database-ref,icon-atlas
Expansion1UITextures.fpk	unitupgradesxp1_128.dds	Expansion1UITextures_converted/unitupgradesxp1_128.png	1024x1024	929474	database-ref,icon-atlas
Expansion1UITextures.fpk	wonder_abyssalmirror.dds	Expansion1UITextures_converted/wonder_abyssalmirror.png	875x656	326930	database-ref
Expansion1UITextures.fpk	wonder_akkorokamui.dds	Expansion1UITextures_converted/wonder_akkorokamui.png	875x656	310293	database-ref
Expansion1UITextures.fpk	wonder_benthicauger.dds	Expansion1UITextures_converted/wonder_benthicauger.png	875x656	390793	database-ref
Expansion1UITextures.fpk	wonder_euphoticstrand.dds	Expansion1UITextures_converted/wonder_euphoticstrand.png	875x656	252170	database-ref
Expansion1UITextures.fpk	wonder_faradaygyre.dds	Expansion1UITextures_converted/wonder_faradaygyre.png	875x656	413294	database-ref
Expansion1UITextures.fpk	wonder_guopuyaolan.dds	Expansion1UITextures_converted/wonder_guopuyaolan.png	875x656	312094	database-ref
Expansion1UITextures.fpk	wonderatlas.dds	Expansion1UITextures_converted/wonderatlas.png	2048x2048	1323851	database-ref,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	wonderatlas1024.dds	Expansion1UITextures_converted/wonderatlas1024.png	1024x1024	421375	atlas-subrect,database-ref,drawn-1to1,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	wonderatlas360.dds	Expansion1UITextures_converted/wonderatlas360.png	360x360	73428	atlas-subrect,database-ref,drawn-1to1,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	wonderatlas512.dds	Expansion1UITextures_converted/wonderatlas512.png	512x512	126800	database-ref,drawn-1to1,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	wonderatlas640.dds	Expansion1UITextures_converted/wonderatlas640.png	640x640	202420	atlas-subrect,database-ref,icon-atlas USE-EXPANSION-COPY
Expansion1UITextures.fpk	wonderatlas768.dds	Expansion1UITextures_converted/wonderatlas768.png	768x768	271327	database-ref,icon-atlas
Expansion1UITextures.fpk	yieldbacking.dds	Expansion1UITextures.fpk/yieldbacking.dds	18x14	1448	9-slice
MiscTextures.fpk	listfooterbackinggrid.dds	MiscTextures.fpk/listfooterbackinggrid.dds	38x38	7348	9-slice
MiscTextures.fpk	minimapoverlay.dds	MiscTextures.fpk/minimapoverlay.dds	288x185	213248	9-slice
MiscTextures.fpk	minimapunder.dds	MiscTextures.fpk/minimapunder.dds	128x128	11064	9-slice
UITextures.fpk	256x256frame.dds	UITextures_converted/256x256frame.png	256x256	1984	atlas-subrect,drawn-1to1,lua-runtime-offset
UITextures.fpk	45x45framebuttons.dds	UITextures_converted/45x45framebuttons.png	45x180	5492	atlas-subrect,drawn-1to1
UITextures.fpk	64x64framebuttons.dds	UITextures_converted/64x64framebuttons.png	64x256	17931	atlas-subrect,drawn-1to1
UITextures.fpk	9gridstartgamesectionbackground.dds	UITextures.fpk/9gridstartgamesectionbackground.dds	40x40	8628	9-slice
UITextures.fpk	actioncorner.dds	UITextures.fpk/actioncorner.dds	451x133	319020	drawn-1to1
UITextures.fpk	actioncornerflag.dds	UITextures.fpk/actioncornerflag.dds	294x270	422868	9-slice
UITextures.fpk	advisormaskculture.dds	UITextures_converted/advisormaskculture.png	32x32	999	drawn-1to1
UITextures.fpk	advisormaskeconomic.dds	UITextures_converted/advisormaskeconomic.png	32x32	886	drawn-1to1
UITextures.fpk	advisormaskforeign.dds	UITextures_converted/advisormaskforeign.png	40x40	1811	drawn-1to1
UITextures.fpk	advisormaskgrowth.dds	UITextures_converted/advisormaskgrowth.png	32x32	744	drawn-1to1
UITextures.fpk	advisormaskmilitary.dds	UITextures_converted/advisormaskmilitary.png	32x32	938	drawn-1to1
UITextures.fpk	advisormaskscience.dds	UITextures_converted/advisormaskscience.png	32x32	789	drawn-1to1
UITextures.fpk	advisorrecommendbackground.dds	UITextures_converted/advisorrecommendbackground.png	40x40	1215	drawn-1to1
UITextures.fpk	advisorshine.dds	UITextures_converted/advisorshine.png	32x128	11446	drawn-1to1
UITextures.fpk	advisorshine40.dds	UITextures_converted/advisorshine40.png	40x160	17833	drawn-1to1
UITextures.fpk	advisorspecshine.dds	UITextures_converted/advisorspecshine.png	32x32	458	drawn-1to1
UITextures.fpk	advisorsymbolculture.dds	UITextures_converted/advisorsymbolculture.png	32x32	2260	drawn-1to1
UITextures.fpk	advisorsymboleconomic.dds	UITextures_converted/advisorsymboleconomic.png	32x32	1963	drawn-1to1
UITextures.fpk	advisorsymbolforeign.dds	UITextures_converted/advisorsymbolforeign.png	40x40	2726	drawn-1to1
UITextures.fpk	advisorsymbolgrowth.dds	UITextures_converted/advisorsymbolgrowth.png	32x32	1818	drawn-1to1
UITextures.fpk	advisorsymbolmilitary.dds	UITextures_converted/advisorsymbolmilitary.png	32x32	1969	drawn-1to1
UITextures.fpk	advisorsymbolscience.dds	UITextures_converted/advisorsymbolscience.png	32x32	1940	drawn-1to1
UITextures.fpk	advisorsymboltutorial.dds	UITextures_converted/advisorsymboltutorial.png	32x32	2341	drawn-1to1
UITextures.fpk	advisorwindow.dds	UITextures.fpk/advisorwindow.dds	155x155	127572	9-slice
UITextures.fpk	affinityatlas1024.dds	UITextures_converted/affinityatlas1024.png	384x128	36700	database-ref,icon-atlas
UITextures.fpk	affinityatlas512.dds	UITextures_converted/affinityatlas512.png	192x64	12836	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	affinityatlas64_techweb.dds	UITextures_converted/affinityatlas64_techweb.png	192x64	9128	database-ref,icon-atlas
UITextures.fpk	affinitybacking.dds	UITextures_converted/affinitybacking.png	5x30	343	drawn-1to1
UITextures.fpk	affinityicon_harmony.dds	UITextures_converted/affinityicon_harmony.png	118x118	14875	database-ref
UITextures.fpk	affinityicon_purity.dds	UITextures_converted/affinityicon_purity.png	118x118	14616	database-ref
UITextures.fpk	affinityicon_supremacy.dds	UITextures_converted/affinityicon_supremacy.png	118x118	14918	database-ref,drawn-1to1
UITextures.fpk	affinityiconssheet32x32.dds	UITextures_converted/affinityiconssheet32x32.png	64x64	5623	database-ref,icon-atlas
UITextures.fpk	attentionmessagebackground.dds	UITextures_converted/attentionmessagebackground.png	238x69	7582	drawn-1to1
UITextures.fpk	badge.dds	UITextures_converted/badge.png	40x40	2941	drawn-1to1
UITextures.fpk	badgescalable.dds	UITextures.fpk/badgescalable.dds	40x40	8628	9-slice,drawn-1to1
UITextures.fpk	bar300x2.dds	UITextures.fpk/bar300x2.dds	512x2	6268	9-slice,atlas-subrect,drawn-1to1
UITextures.fpk	bar340x2.dds	UITextures.fpk/bar340x2.dds	339x2	4176	atlas-subrect,drawn-1to1
UITextures.fpk	bar500x2.dds	UITextures.fpk/bar500x2.dds	512x2	6268	drawn-1to1
UITextures.fpk	battlebadheader.dds	UITextures.fpk/battlebadheader.dds	40x40	8648	9-slice
UITextures.fpk	battlebarblack.dds	UITextures_converted/battlebarblack.png	13x112	367	drawn-1to1
UITextures.fpk	battlebardelta.dds	UITextures_converted/battlebardelta.png	13x112	436	drawn-1to1
UITextures.fpk	battlebargreen.dds	UITextures_converted/battlebargreen.png	13x112	1026	drawn-1to1
UITextures.fpk	battlebarmask.dds	UITextures_converted/battlebarmask.png	13x224	373	drawn-1to1
UITextures.fpk	battlebarred.dds	UITextures_converted/battlebarred.png	13x112	764	drawn-1to1
UITextures.fpk	battlebaryellow.dds	UITextures_converted/battlebaryellow.png	13x112	859	drawn-1to1
UITextures.fpk	battlegoodheader.dds	UITextures.fpk/battlegoodheader.dds	40x40	8648	9-slice
UITextures.fpk	battlemehheader.dds	UITextures.fpk/battlemehheader.dds	40x40	8648	9-slice
UITextures.fpk	bigarrow.dds	UITextures_converted/bigarrow.png	73x228	10078	atlas-subrect,drawn-1to1
UITextures.fpk	blackbanner.dds	UITextures.fpk/blackbanner.dds	209x43	47556	9-slice
UITextures.fpk	blackbox.dds	UITextures.fpk/blackbox.dds	48x48	12408	9-slice
UITextures.fpk	blackgradient.dds	UITextures.fpk/blackgradient.dds	256x256	349652	9-slice
UITextures.fpk	bluebar500x3.dds	UITextures_converted/bluebar500x3.png	500x3	157	drawn-1to1
UITextures.fpk	bombardarrowleft.dds	UITextures_converted/bombardarrowleft.png	32x52	1455	drawn-1to1
UITextures.fpk	bombardarrowright.dds	UITextures_converted/bombardarrowright.png	32x52	1497	drawn-1to1
UITextures.fpk	bottomframe.dds	UITextures_converted/bottomframe.png	512x128	11126	drawn-1to1
UITextures.fpk	bottompanelbar.dds	UITextures.fpk/bottompanelbar.dds	32x32	5588	drawn-1to1
UITextures.fpk	bottompanelcenter.dds	UITextures_converted/bottompanelcenter.png	195x66	5433	drawn-1to1
UITextures.fpk	branchbacking_unresearched.dds	UITextures_converted/branchbacking_unresearched.png	64x64	3316	drawn-1to1
UITextures.fpk	buildcity64.dds	UITextures_converted/buildcity64.png	64x64	3544	drawn-1to1
UITextures.fpk	buildingatlas.dds	UITextures_converted/buildingatlas.png	2048x2048	1459446	database-ref,icon-atlas
UITextures.fpk	buildingatlas1024.dds	UITextures_converted/buildingatlas1024.png	1024x1024	478773	atlas-subrect,database-ref,icon-atlas
UITextures.fpk	buildingatlas360.dds	UITextures_converted/buildingatlas360.png	360x360	87074	database-ref,icon-atlas
UITextures.fpk	buildingatlas512.dds	UITextures_converted/buildingatlas512.png	512x512	152468	database-ref,icon-atlas
UITextures.fpk	buttonmask.dds	UITextures_converted/buttonmask.png	256x30	3418	drawn-1to1
UITextures.fpk	buttons_128.dds	UITextures_converted/buttons_128.png	128x64	6494	drawn-1to1
UITextures.fpk	buttons_64.dds	UITextures_converted/buttons_64.png	64x64	5360	drawn-1to1
UITextures.fpk	buttonsides.dds	UITextures_converted/buttonsides.png	16x16	825	atlas-subrect
UITextures.fpk	buttonsidesglow.dds	UITextures_converted/buttonsidesglow.png	32x32	902	atlas-subrect
UITextures.fpk	cancelbuttonicon.dds	UITextures_converted/cancelbuttonicon.png	25x25	1535	drawn-1to1
UITextures.fpk	chaticons32.dds	UITextures_converted/chaticons32.png	64x64	2359	drawn-1to1
UITextures.fpk	checkbox.dds	UITextures_converted/checkbox.png	32x128	3372	drawn-1to1
UITextures.fpk	checkbox2thebox.dds	UITextures_converted/checkbox2thebox.png	32x128	2066	drawn-1to1
UITextures.fpk	checkbox_blue.dds	UITextures_converted/checkbox_blue.png	32x32	544	atlas-subrect
UITextures.fpk	checkbox_gray.dds	UITextures_converted/checkbox_gray.png	32x32	422	drawn-1to1
UITextures.fpk	checkmark.dds	UITextures_converted/checkmark.png	32x32	1337	drawn-1to1
UITextures.fpk	checkmark_blue.dds	UITextures_converted/checkmark_blue.png	32x32	1402	atlas-subrect
UITextures.fpk	checkmark_gray.dds	UITextures_converted/checkmark_gray.png	32x32	980	atlas-subrect
UITextures.fpk	chevrons.dds	UITextures_converted/chevrons.png	16x128	526	drawn-1to1,lua-runtime-offset
UITextures.fpk	citizeniconbackings.dds	UITextures_converted/citizeniconbackings.png	64x256	14560	drawn-1to1,lua-runtime-offset
UITextures.fpk	citizenicons128.dds	UITextures.fpk/citizenicons128.dds	128x128	87508	database-ref,icon-atlas
UITextures.fpk	citizenicons180.dds	UITextures.fpk/citizenicons180.dds	180x180	170228	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	citizenicons256.dds	UITextures.fpk/citizenicons256.dds	256x256	349652	database-ref,icon-atlas
UITextures.fpk	citizenicons512.dds	UITextures.fpk/citizenicons512.dds	512x512	1398228	database-ref,icon-atlas
UITextures.fpk	cityattackorbital.dds	UITextures_converted/cityattackorbital.png	64x256	9803	drawn-1to1
UITextures.fpk	citybannerbackground.dds	UITextures.fpk/citybannerbackground.dds	32x64	11048	9-slice,drawn-1to1
UITextures.fpk	citybannerbackgroundhl.dds	UITextures.fpk/citybannerbackgroundhl.dds	32x32	5588	drawn-1to1
UITextures.fpk	citybannerbuttonbase.dds	UITextures.fpk/citybannerbuttonbase.dds	32x64	11048	9-slice,drawn-1to1
UITextures.fpk	citybannerbuttonbaseleft.dds	UITextures.fpk/citybannerbuttonbaseleft.dds	48x64	16496	drawn-1to1
UITextures.fpk	citybannerbuttonbaseright.dds	UITextures.fpk/citybannerbuttonbaseright.dds	48x64	16496	drawn-1to1
UITextures.fpk	citybannerbuttonglow.dds	UITextures.fpk/citybannerbuttonglow.dds	32x64	11048	drawn-1to1
UITextures.fpk	citybannerbuttonglowleft.dds	UITextures.fpk/citybannerbuttonglowleft.dds	48x64	16496	drawn-1to1
UITextures.fpk	citybannerbuttonglowright.dds	UITextures_converted/citybannerbuttonglowright.png	48x64	259	drawn-1to1
UITextures.fpk	citybannerhealthbar.dds	UITextures_converted/citybannerhealthbar.png	215x8	192	drawn-1to1
UITextures.fpk	citybannerhealthbarback.dds	UITextures_converted/citybannerhealthbarback.png	215x8	180	drawn-1to1
UITextures.fpk	citybannerleftbackground.dds	UITextures_converted/citybannerleftbackground.png	48x64	331	drawn-1to1
UITextures.fpk	citybannermetervertical.dds	UITextures_converted/citybannermetervertical.png	7x43	252	drawn-1to1
UITextures.fpk	citybannerrightbackground.dds	UITextures_converted/citybannerrightbackground.png	48x64	864	drawn-1to1
UITextures.fpk	citybannerrightbackgroundother.dds	UITextures_converted/citybannerrightbackgroundother.png	48x64	500	drawn-1to1
UITextures.fpk	citybannershadow.dds	UITextures.fpk/citybannershadow.dds	64x64	21972	9-slice
UITextures.fpk	citybannerstatusframe.dds	UITextures.fpk/citybannerstatusframe.dds	57x22	6728	9-slice
UITextures.fpk	citybannerstrengthframe.dds	UITextures_converted/citybannerstrengthframe.png	79x32	977	drawn-1to1
UITextures.fpk	citybannerstrikeframe.dds	UITextures.fpk/citybannerstrikeframe.dds	127x32	21720	drawn-1to1
UITextures.fpk	citybombard.dds	UITextures_converted/citybombard.png	64x256	11625	drawn-1to1
UITextures.fpk	citycultureartarches.dds	UITextures_converted/citycultureartarches.png	32x64	1916	atlas-subrect
UITextures.fpk	cityculturegrid.dds	UITextures.fpk/cityculturegrid.dds	32x32	5588	9-slice
UITextures.fpk	cityculturemeter.dds	UITextures_converted/cityculturemeter.png	48x144	13781	atlas-subrect,drawn-1to1,lua-runtime-offset
UITextures.fpk	cityfocusbuttons.dds	UITextures.fpk/cityfocusbuttons.dds	32x128	21968	9-slice
UITextures.fpk	citynamepanelarrows.dds	UITextures_converted/citynamepanelarrows.png	64x192	2988	atlas-subrect,drawn-1to1
UITextures.fpk	citynamepanelhealthbar.dds	UITextures_converted/citynamepanelhealthbar.png	256x8	493	drawn-1to1
UITextures.fpk	citynamepanelhealthbargreen.dds	UITextures_converted/citynamepanelhealthbargreen.png	256x8	228	drawn-1to1,lua-runtime-offset
UITextures.fpk	citynamepanelhealthbarred.dds	UITextures_converted/citynamepanelhealthbarred.png	256x8	408	drawn-1to1,lua-runtime-offset
UITextures.fpk	citynamepanelhealthbaryellow.dds	UITextures_converted/citynamepanelhealthbaryellow.png	256x8	218	drawn-1to1,lua-runtime-offset
UITextures.fpk	cityscreenheader.dds	UITextures.fpk/cityscreenheader.dds	32x32	5588	drawn-1to1
UITextures.fpk	cityscreenheadercenter.dds	UITextures_converted/cityscreenheadercenter.png	256x32	2056	drawn-1to1
UITextures.fpk	citysectionbackground.dds	UITextures.fpk/citysectionbackground.dds	24x24	3188	9-slice
UITextures.fpk	citysectionheadergrid.dds	UITextures.fpk/citysectionheadergrid.dds	28x28	4244	9-slice
UITextures.fpk	citystatemeterbase.dds	UITextures_converted/citystatemeterbase.png	156x7	156	drawn-1to1
UITextures.fpk	citystatemeterbaseblue.dds	UITextures_converted/citystatemeterbaseblue.png	156x7	187	drawn-1to1
UITextures.fpk	citystatemeterbasered.dds	UITextures_converted/citystatemeterbasered.png	156x7	181	drawn-1to1
UITextures.fpk	citystatemeterblack32.dds	UITextures_converted/citystatemeterblack32.png	32x32	1999	drawn-1to1
UITextures.fpk	citystatemilitaristic.dds	UITextures_converted/citystatemilitaristic.png	32x32	590	drawn-1to1,lua-runtime-offset
UITextures.fpk	civbe_touchiconatlas_128.dds	UITextures.fpk/civbe_touchiconatlas_128.dds	512x256	699176	atlas-subrect
UITextures.fpk	civbeicon.dds	UITextures.fpk/civbeicon.dds	48x48	2432	drawn-1to1
UITextures.fpk	civiconbgsizes.dds	UITextures_converted/civiconbgsizes.png	326x128	10049	atlas-subrect,drawn-1to1,lua-runtime-offset
UITextures.fpk	civiconbgsizes_highlight.dds	UITextures_converted/civiconbgsizes_highlight.png	326x128	18707	atlas-subrect,drawn-1to1,lua-runtime-offset
UITextures.fpk	civilizationbe_logo.dds	UITextures_converted/civilizationbe_logo.png	850x218	181514	drawn-1to1
UITextures.fpk	civilizationbeatlas.dds	UITextures_converted/civilizationbeatlas.png	1920x1200	893090	drawn-1to1
UITextures.fpk	civilopedia_searchicon.dds	UITextures_converted/civilopedia_searchicon.png	30x30	1360	atlas-subrect
UITextures.fpk	civilopediaback.dds	UITextures_converted/civilopediaback.png	32x128	6210	atlas-subrect,drawn-1to1
UITextures.fpk	civilopediabuttons272x27.dds	UITextures.fpk/civilopediabuttons272x27.dds	272x108	156652	drawn-1to1
UITextures.fpk	civilopediaforward.dds	UITextures_converted/civilopediaforward.png	32x128	6182	atlas-subrect,drawn-1to1
UITextures.fpk	civilopediaheader.dds	UITextures.fpk/civilopediaheader.dds	148x40	31208	9-slice
UITextures.fpk	civilopedialistheaders.dds	UITextures.fpk/civilopedialistheaders.dds	27x108	15444	9-slice,drawn-1to1
UITextures.fpk	civilopediasidebuttons.dds	UITextures.fpk/civilopediasidebuttons.dds	22x88	9808	9-slice
UITextures.fpk	civilopediatopbuttonsaffinities.dds	UITextures_converted/civilopediatopbuttonsaffinities.png	50x200	19588	drawn-1to1
UITextures.fpk	civilopediatopbuttonsbuildings.dds	UITextures_converted/civilopediatopbuttonsbuildings.png	50x200	19429	drawn-1to1
UITextures.fpk	civilopediatopbuttonscivs.dds	UITextures_converted/civilopediatopbuttonscivs.png	50x200	17279	drawn-1to1
UITextures.fpk	civilopediatopbuttonsespionage.dds	UITextures_converted/civilopediatopbuttonsespionage.png	50x200	15934	drawn-1to1
UITextures.fpk	civilopediatopbuttonsgameplay.dds	UITextures_converted/civilopediatopbuttonsgameplay.png	50x200	14281	atlas-subrect,drawn-1to1
UITextures.fpk	civilopediatopbuttonshighlight.dds	UITextures_converted/civilopediatopbuttonshighlight.png	50x49	4626	drawn-1to1
UITextures.fpk	civilopediatopbuttonsimprovements.dds	UITextures_converted/civilopediatopbuttonsimprovements.png	50x200	16993	drawn-1to1
UITextures.fpk	civilopediatopbuttonsquests.dds	UITextures_converted/civilopediatopbuttonsquests.png	50x200	16126	drawn-1to1
UITextures.fpk	civilopediatopbuttonsresourcesimprovements.dds	UITextures_converted/civilopediatopbuttonsresourcesimprovements.png	50x200	14234	drawn-1to1
UITextures.fpk	civilopediatopbuttonsseededstart.dds	UITextures_converted/civilopediatopbuttonsseededstart.png	50x200	19779	drawn-1to1
UITextures.fpk	civilopediatopbuttonsstations.dds	UITextures_converted/civilopediatopbuttonsstations.png	50x200	17046	drawn-1to1
UITextures.fpk	civilopediatopbuttonstechnology.dds	UITextures_converted/civilopediatopbuttonstechnology.png	50x200	16752	drawn-1to1
UITextures.fpk	civilopediatopbuttonsterrain.dds	UITextures_converted/civilopediatopbuttonsterrain.png	50x200	15562	drawn-1to1
UITextures.fpk	civilopediatopbuttonsunit.dds	UITextures_converted/civilopediatopbuttonsunit.png	50x200	14212	drawn-1to1
UITextures.fpk	civilopediatopbuttonsupgrades.dds	UITextures_converted/civilopediatopbuttonsupgrades.png	50x200	13881	drawn-1to1
UITextures.fpk	civilopediatopbuttonsvirtues.dds	UITextures_converted/civilopediatopbuttonsvirtues.png	50x200	16398	drawn-1to1
UITextures.fpk	civilopediatopbuttonswonders.dds	UITextures_converted/civilopediatopbuttonswonders.png	50x200	17761	drawn-1to1
UITextures.fpk	civsymbolatlas128.dds	UITextures_converted/civsymbolatlas128.png	1024x512	118216	database-ref,icon-atlas
UITextures.fpk	civsymbolatlas16.dds	UITextures_converted/civsymbolatlas16.png	128x64	3078	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	civsymbolatlas24.dds	UITextures_converted/civsymbolatlas24.png	192x96	9284	database-ref,icon-atlas
UITextures.fpk	civsymbolatlas32.dds	UITextures_converted/civsymbolatlas32.png	256x128	15726	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	civsymbolatlas45.dds	UITextures_converted/civsymbolatlas45.png	360x180	20327	database-ref,icon-atlas
UITextures.fpk	civsymbolatlas48.dds	UITextures_converted/civsymbolatlas48.png	384x192	23527	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	civsymbolatlas57.dds	UITextures_converted/civsymbolatlas57.png	456x228	33321	database-ref,icon-atlas
UITextures.fpk	civsymbolatlas64.dds	UITextures_converted/civsymbolatlas64.png	512x256	31232	database-ref,drawn-1to1,icon-atlas
UITextures.fpk	civsymbolatlas80.dds	UITextures_converted/civsymbolatlas80.png	640x320	44013	database-ref,icon-atlas
UITextures.fpk	civsymbolscolor.dds	UITextures_converted/civsymbolscolor.png	1024x512	334784	database-ref,icon-atlas
